#ID	RA		DEC		W_SPEC_Z	PHOTO_Z		PHOTO_Z_ERR	RICHNESS  RICHNESS_ERR
1	239.5833282	27.2334137	0.091520	0.094831	0.004582	169.84	  4.19
2	250.0825500	46.7115326	0.224765	0.232764	0.006156	199.54	  5.30
3	197.8729553	-1.3411163	0.175693	0.182398	0.003937	164.71	  4.24
5	137.3007507	10.9735947	0.176189	0.170462	0.003608	174.70	  4.95
6	203.8337250	41.0011482	0.228493	0.231747	0.006067	189.18	  5.61
7	8.0342646	18.1070232	0.373405	0.397647	0.012634	248.39	  12.00
8	340.8324890	-9.5919199	0.439285	0.441017	0.010646	299.46	  14.55
9	150.5588989	20.5379486	0.319677	0.323677	0.012354	151.36	  5.76
11	126.3710938	47.1335716	0.129029	0.127738	0.003562	131.58	  4.81
13	139.4725800	51.7270966	0.217365	0.226903	0.005877	153.61	  4.74
14	260.6132507	32.1325684	0.223460	0.229324	0.006010	179.95	  7.03
15	11.6222000	20.4680119	0.103303	0.103966	0.004206	123.36	  3.70
16	198.7718201	51.8174438	0.282410	0.283625	0.009776	152.54	  4.89
18	257.4523621	34.4578590	0.079295	0.085000	0.005318	112.78	  3.72
19	234.9187164	34.4242477	0.228242	0.233846	0.006354	151.49	  5.16
20	322.1095886	1.6008717	0.385036	0.387275	0.012855	189.29	  7.49
21	140.1250763	30.4963474	-1.000000	0.305105	0.011502	38.69	  5.17
22	113.0846481	31.6890831	0.169963	0.180511	0.003967	120.09	  4.97
23	140.2188873	30.4611874	0.295643	0.294246	0.010602	128.65	  5.67
24	203.4963989	20.3003559	0.176180	0.166649	0.004006	26.47	  3.66
25	203.6311188	20.2049046	0.173739	0.171494	0.003933	73.37	  3.79
26	180.1056213	3.3469985	0.132618	0.138102	0.003531	103.02	  3.45
27	147.4658356	17.1195984	0.382784	0.383245	0.013010	185.38	  7.11
29	328.4034729	17.6954784	0.230221	0.250578	0.007688	145.84	  6.23
31	130.7398224	36.3664589	0.282311	0.296451	0.010809	139.98	  4.86
32	213.6002350	-0.3776438	0.137719	0.137866	0.003475	105.13	  3.76
33	39.9696846	-1.5719165	0.373189	0.370384	0.013472	174.63	  6.71
34	347.9485474	3.6854539	0.286083	0.300713	0.011006	166.21	  6.24
35	203.1600494	50.5599976	0.278578	0.290930	0.010238	152.87	  5.69
37	174.0543518	40.0432739	0.290638	0.294572	0.010549	155.13	  5.86
38	347.0030518	-1.9286827	-1.000000	0.306839	0.011455	161.95	  6.13
41	347.8917542	3.6030650	-1.000000	0.304728	0.012518	20.03	  3.87
42	250.8430328	13.3629875	0.177215	0.187335	0.004207	111.21	  4.18
43	210.2521973	2.8638091	0.268499	0.257090	0.007981	134.28	  5.21
44	188.5672760	15.2523365	0.287954	0.279777	0.009544	136.90	  6.09
45	240.8291168	3.2790480	0.222189	0.236952	0.006761	132.08	  5.57
46	346.7812500	16.5461292	0.248852	0.247716	0.007432	130.17	  5.24
47	161.8708801	15.2339115	0.209731	0.208578	0.005101	127.66	  5.31
48	335.9872131	-1.5832571	-1.000000	0.097380	0.004751	90.71	  3.48
49	141.0641937	14.1283722	0.138166	0.135974	0.003519	92.11	  3.88
50	353.4685364	7.0816007	0.292811	0.300520	0.011116	143.55	  5.67
51	347.0926208	-2.1921747	0.289104	0.308061	0.011656	137.76	  5.25
54	132.5329895	36.0704575	0.372703	0.372044	0.013406	160.11	  5.76
55	227.5487976	33.4864693	0.113463	0.119238	0.003746	99.80	  3.74
56	183.0770111	27.5486469	0.351217	0.353901	0.013516	158.24	  6.03
58	16.2307129	0.0600931	0.272129	0.276082	0.009249	128.68	  4.85
61	334.6680908	-3.7799258	-1.000000	0.100726	0.004562	85.43	  3.38
62	340.4920349	17.5510368	0.321518	0.323492	0.012614	126.30	  5.02
63	192.3420868	49.7950401	0.285739	0.287248	0.010091	129.31	  5.55
65	216.4861145	37.8164558	0.170011	0.170516	0.003778	103.34	  4.01
66	180.3008270	23.0992508	0.259072	0.268596	0.008727	131.35	  5.87
67	350.5614929	28.5209332	0.404322	0.387500	0.013079	163.93	  7.01
68	354.4155273	0.2713672	0.277195	0.300570	0.011105	126.33	  4.89
69	187.7222290	34.6984406	0.338303	0.335921	0.014675	22.02	  3.90
70	319.7044678	0.5603428	0.276476	0.264738	0.008627	120.29	  4.57
71	14.0010767	26.3422966	0.192155	0.196102	0.004586	112.92	  4.17
72	239.4266510	35.5082779	0.157948	0.158348	0.003696	81.24	  2.71
74	170.9950104	21.4804688	0.193275	0.190505	0.004285	113.59	  4.13
75	154.3930206	59.5610619	0.285704	0.289059	0.010287	123.77	  4.94
76	196.7083130	46.5592728	0.230113	0.229136	0.006175	122.38	  5.33
78	225.0813293	21.3694134	0.153129	0.159848	0.003693	91.82	  3.60
79	145.5046387	8.9722023	0.208749	0.208936	0.005246	104.76	  4.30
83	179.8118896	49.7967873	0.350110	0.363210	0.013660	133.62	  5.47
84	187.6272736	34.6337242	0.326852	0.337779	0.013252	133.33	  5.55
85	353.6134033	6.8627834	0.295339	0.309805	0.011767	137.60	  5.67
86	329.0357971	1.3909427	0.226739	0.217357	0.005599	115.48	  4.85
88	201.7542114	2.2054219	0.260053	0.260098	0.008259	115.16	  4.49
92	231.0309296	29.8889599	0.113499	0.116926	0.003841	96.77	  3.68
93	24.3201599	7.8822432	0.257599	0.284128	0.010281	100.20	  5.94
95	255.6897736	34.0611496	0.093748	0.096750	0.004750	85.52	  2.87
96	350.2672729	29.1929150	0.500546	0.494391	0.011425	238.78	  22.02
97	178.4715881	42.8703461	0.332431	0.332937	0.013138	117.06	  5.65
99	172.4773407	20.4195423	0.136982	0.134580	0.003540	91.09	  3.47
100	5.1548018	28.6594868	-1.000000	0.096537	0.004785	80.72	  2.80
102	139.0731506	-0.4015763	0.323710	0.331771	0.013218	110.94	  4.83
103	117.7531357	17.6316013	0.181748	0.183935	0.004113	112.27	  5.98
105	163.5730896	14.6511688	0.299441	0.297084	0.010740	125.02	  5.10
108	201.7647247	53.8311768	0.391596	0.379744	0.014628	34.83	  5.46
109	177.2179565	51.5522232	0.131523	0.134843	0.003663	76.31	  3.24
110	336.5092773	17.3797398	0.110355	0.113596	0.004076	74.28	  2.67
111	338.5984497	5.8382854	0.163430	0.152226	0.003684	95.35	  3.71
113	201.8506317	53.7823486	0.410139	0.385979	0.013244	120.82	  6.48
114	164.5986633	56.7950058	0.135090	0.140348	0.003535	90.15	  3.92
116	4.9222221	25.3020382	0.360130	0.370920	0.013496	147.34	  6.72
117	187.6803284	10.5785999	0.163654	0.168493	0.003766	97.77	  3.94
118	330.2190247	20.9692535	0.147081	0.151981	0.003713	91.26	  5.02
119	8.4714260	-7.8695431	0.302755	0.304174	0.011466	128.19	  5.70
120	37.9215508	-4.8826222	0.185957	0.189269	0.004363	90.19	  3.76
122	327.5889282	-8.7884274	0.395017	0.385621	0.013668	150.65	  6.79
123	229.0747070	0.0890530	0.120665	0.120580	0.003929	77.88	  3.74
124	0.7982613	-6.0916944	0.233537	0.247483	0.007476	109.55	  4.49
125	231.9409637	6.8760066	0.388301	0.379968	0.013637	131.87	  5.60
126	34.9673119	1.4978336	0.365247	0.364171	0.013882	127.03	  5.93
128	127.4372177	38.4651108	0.391832	0.376379	0.013402	145.69	  6.39
129	29.9555550	-8.8330345	0.405205	0.408139	0.012373	167.78	  8.66
